,Average User Rating,Number of Votes,Liked by
B00A4D4B4O,4.25,8,7
B0083J94O8,3.0,7,3
B004Q3PYIU,3.8333333333333335,6,4
B00E6FEMAY,3.8947368421052633,19,12
B006R1RU7W,4.5,10,9
B0053VK1J6,4.3125,16,13
B005VNJWA0,3.75,12,8
B003YTZ8DI,2.909090909090909,11,3
B004I06LOM,3.5,6,2
B007CTO4R2,3.6666666666666665,18,12
B000SAD7RA,4.0625,16,13
B00H0CV9VU,3.8333333333333335,6,4
B00574S96G,4.2,5,4
B0097CZJEO,3.2222222222222223,18,9
B00ESQ8NYM,3.9,10,7
B006JW3C4Y,4.444444444444445,9,8
B00FC2KP92,3.8,5,4
B00IGUUYTI,4.666666666666667,9,9
B007PY5S74,3.9,10,7
B006H4CUI8,4.166666666666667,6,4
B00F9VROO0,4.230769230769231,39,33
B008M2ERV6,3.8260869565217392,46,31
B00DQFEWBY,3.7,10,6
B009SFX18Q,4.518518518518518,54,50
B009ABEL1E,4.833333333333333,6,6
B00E9MUNSO,4.0,48,36
B008GGAM9E,4.05,40,28
B006MWTXVC,4.8,5,5
B005XHVWGQ,4.666666666666667,9,8
B004M8RWV6,4.454545454545454,11,10
B00I3ULLNO,4.416666666666667,60,51
B0043H0P06,3.7333333333333334,15,10
B0077IQBK6,4.111111111111111,9,7
B007Z5Y702,3.1176470588235294,17,7
B00BWSYF3W,4.45,20,17
B00CD0HGDE,4.545454545454546,11,11
B009RP66H0,4.0,5,3
B005DQF7TU,3.2,5,2
B00AW18GA8,4.5,16,16
B003X63TQU,4.2,5,4
B00EOE6FUW,4.766666666666667,30,30
B001U3O1ZG,4.6,5,4
B006070Y9Y,3.5454545454545454,11,6
B007NA9WXG,4.0,8,7
B0052OHE7G,3.5714285714285716,7,5
B00ALSNBP2,4.333333333333333,6,5
B0094D4CC6,3.7058823529411766,17,11
B006P2Y9EA,3.7777777777777777,9,6
B004E5ZVL0,4.416666666666667,12,9
B0094CX5LG,3.727272727272727,11,8
B00AB7FWDW,4.857142857142857,14,14
B007PEWEIU,3.4,5,3
B00H0Q31SA,4.785714285714286,14,14
B00DJ70DXU,4.6,5,4
B007TCZS7C,4.2,5,4
B008DKPGP8,4.2,5,4
B001CSKMDE,3.888888888888889,18,14
B009TTSQPY,3.8,5,3
B009CQC7YU,4.571428571428571,7,7
B001DEWSWA,3.142857142857143,7,2
B0096BQQ8Y,4.857142857142857,7,7
B003SE6LD0,3.9285714285714284,28,20
B004IE76VA,3.7,10,6
B00CUIPEDS,4.2,5,4
B00FJ8YCZM,4.142857142857143,7,5
B00AWRTLJ2,3.5714285714285716,7,4
B00C482ZI6,4.6,5,5
B008ENPPI2,4.666666666666667,6,6
B00BQUAPFS,4.166666666666667,6,5
B00KCSG3NI,4.888888888888889,27,27
B007FMZ1B4,4.0,6,5
B0089QBAHE,3.526315789473684,38,19
B00DQNZ1CU,4.333333333333333,6,5
B003K36VJI,4.166666666666667,6,5
B008UJUDSW,4.166666666666667,12,9
B003C7E3NI,3.875,16,10
B005LI78YM,4.166666666666667,18,14
B0055V0X7O,4.4,15,13
B00F3KP156,4.645833333333333,48,44
B008D6HKU6,3.4761904761904763,21,13
B007N3ZXJK,5.0,5,5
B003JTHMZ0,3.8,5,3
B000JD09P4,3.4,10,5
B009LNVUCE,3.9607843137254903,51,36
B008GN0OWM,4.285714285714286,7,6
B003REC0XG,3.8,5,4
B00E9B8V5M,4.153846153846154,13,10
B0090SB1CE,3.9444444444444446,18,10
B000T4LFCO,4.5,8,7
B009CSNFK8,4.111111111111111,9,7
B004EHZUYG,3.75,24,17
B003WJB3SE,4.055555555555555,18,14
B00CI8PTNA,4.407407407407407,81,69
B007R6OF9C,4.375,8,8
B0065EBHRA,3.5217391304347827,23,13
B0072O1KQ0,4.62962962962963,27,26
B007XZ783M,4.4,5,5
B00GJEIO8G,2.7777777777777777,9,3
B006FCO0NU,3.9375,16,10
B00JNJPS4W,4.5625,16,14
B004BUS1AQ,4.285714285714286,14,10
B005G05FFE,3.533333333333333,15,8
B0051VHZW4,4.5,12,11
B00482YA70,4.0,23,17
B0053V6VAO,2.8333333333333335,6,3
B0090X2OJS,3.5294117647058822,34,20
B00A3IM3MC,4.333333333333333,12,11
B00GR9Z18E,3.6666666666666665,9,5
B00D49OUSW,3.6666666666666665,12,6
B00L3MG3S2,5.0,17,17
B00D6AYFS4,4.625,16,15
B007ZL0S7C,4.0,9,6
B005EEO4OA,5.0,11,11
B00IICJRQ0,4.222222222222222,27,20
B000BBAKWQ,4.333333333333333,6,5
B00BZGQ7ZA,4.241379310344827,58,48
B00550AWWQ,4.285714285714286,7,6
B0052MRFYU,4.176470588235294,17,13
B004HGU4H2,3.7222222222222223,18,11
B00ADWV5FE,4.5,6,6
B004IK8EYM,4.333333333333333,6,5
B00E3EVXVY,4.666666666666667,6,6
B00C96CMEK,4.529411764705882,17,14
B00DRNAT7G,4.666666666666667,6,5
B005DC2MF6,4.5,16,16
B00CBTSL8G,3.8,5,4
B005SJBMJ6,4.166666666666667,6,4
B005FKT6OG,4.1,10,8
B00955OAG6,3.257142857142857,35,18
B007X5U3UW,2.4,5,1
B007R1Z3FC,4.571428571428571,7,7
B006FXY9LC,3.625,8,6
B002PK13G8,4.354838709677419,31,26
B008WT8NGO,4.0,42,32
B009TSNK5G,4.457142857142857,35,29
B008CAXPAW,4.25,16,12
B0071BHMXE,4.037037037037037,27,19
B005J425JG,4.0,23,17
B0041D00OS,4.375,8,7
B00DQDILAY,3.8,5,3
B00CC4QU8S,4.222222222222222,9,8
B008PB72OI,4.0,8,5
B003TULUJ8,4.092105263157895,76,60
B004AIR7TU,4.5,8,6
B001GL9A5S,3.8,5,3
B006D9X6QW,4.7,10,9
B00E38KZKK,3.875,8,5
B00CY0F82Y,4.6,5,5
B004IK9GXK,4.545454545454546,11,11
B005CDLHC0,3.0,6,2
B004ACXVKA,3.125,8,4
B001BW08SA,3.6666666666666665,6,3
B0081ZXKX0,4.2,5,4
B005V50FZY,2.7777777777777777,9,3
B00C7ZOFFM,4.8,20,19
B00JQMDGG8,4.823529411764706,17,16
B00F9W7D22,3.7777777777777777,9,7
B00DY2SEFE,4.0,6,5
B00JTCSKTI,4.875,8,8
B000TUP97A,4.2,5,4
B008FQWKC2,4.0,15,12
B005XC8COG,4.4,5,4
B00HZ9GNGY,4.857142857142857,7,7
B00EZDN6GS,4.4,5,4
B003WUX75A,4.1,10,8
B003RDV0VU,3.7785714285714285,140,89
B004WA90IM,4.75,8,8
B00A3NCBNI,4.531914893617022,47,41
B005WZMQ14,3.5714285714285716,7,4
B00418UTYO,4.142857142857143,7,6
B000HDTXDA,4.6,5,5
B001STQBJG,4.636363636363637,11,10
B00DVBB0XQ,4.34375,32,26
B00GHHQZKO,4.571428571428571,7,7
B0051X655K,4.333333333333333,9,7
B00CPVC1P4,4.4375,16,14
B007VQREFA,4.08,50,42
B008MWGDJK,4.666666666666667,6,5
B001OOEQJ2,4.4,5,4
B009APBY10,4.0,11,8
B00DG8NUC8,4.21875,32,25
B003MOSQNO,4.714285714285714,7,6
B0052QGTUW,3.8,5,4
B00GK745L2,4.967741935483871,31,31
B009DRLCXK,4.571428571428571,7,6
B00GAXONJU,4.0,5,4
B0097MVKW4,4.684210526315789,19,18
B009SEIXJ4,4.285714285714286,7,6
B001QVNI0G,4.285714285714286,14,12
B00BFY599C,4.520833333333333,48,44
B00871T4OM,3.4285714285714284,7,5
B0044NV3VY,3.6774193548387095,31,18
B00GC1G23K,4.5,12,11
B002TZ5NS8,4.818181818181818,11,10
B0041D21O0,4.238095238095238,21,17
B00J2H6PX8,4.166666666666667,6,5
B0051ZJA64,4.833333333333333,18,18
B0082O75AE,5.0,6,6
B005J2NHD6,4.115384615384615,26,20
B001SS91LW,3.8,5,2
B00DMWV3EU,4.72,50,46
B008W1LU58,4.875,8,8
B002DYJ0TI,3.7777777777777777,9,6
B009WN9TDK,3.4,5,3
B00B7D7OIK,4.619047619047619,21,20
B0094NZ8BK,4.6,5,5
B009VUGH34,4.396551724137931,58,50
B00E894ZI2,3.8333333333333335,12,7
B00GTZRPEE,4.75,8,8
B006D1T0JC,3.2857142857142856,7,3
B008RZ6O9G,4.0,7,5
B002JIO4JY,4.555555555555555,9,9
B001539B7O,4.0,5,4
B00DGKQNZM,4.3076923076923075,13,10
B008DH4KQW,3.2941176470588234,17,8
B0091WDAA0,4.142857142857143,7,5
B00EMWMTK6,5.0,5,5
B00F8OYPUO,4.323529411764706,68,65
B008VLTPB0,4.875,8,8
B008K9EJ82,4.724137931034483,29,28
B004FOM9O2,4.714285714285714,7,7
B0069X2A8W,4.6,5,4
B004V9HTUA,4.375,32,27
B00D2HWBO6,4.714285714285714,7,7
B0048CEFZM,4.333333333333333,12,10
B000IEDI66,4.51063829787234,47,42
B007KOAX9C,4.0,7,5
B00C6VP03I,4.411764705882353,17,15
B00HWEMZ1E,3.4,5,3
B00CW5359E,4.866666666666666,15,15
B00B2FRIT8,1.1428571428571428,7,0
B0042J8L1A,4.666666666666667,15,14
B007QBUC9K,4.53125,64,57
B00EO5N6T4,4.157894736842105,38,29
B0089W0MP4,4.625,8,7
B00F2A1TBC,4.631578947368421,19,16
B00HPP3VW2,4.375,8,7
B00BY6RH7I,4.357142857142857,28,26
B00E7WG33K,4.0,10,7
B00I862L9Q,4.318181818181818,22,21
B005LROYYU,4.888888888888889,9,9
B00A45SF6C,4.388888888888889,18,14
B003TZDS34,3.888888888888889,9,7
B00AIG7Z1I,4.636363636363637,11,9
B00A7OQURQ,4.4,10,9
B00FF1EBLS,4.666666666666667,6,6
B003UDLE1I,3.4,5,1
B004YM6FFY,4.333333333333333,39,33
B00I58VAZS,4.425531914893617,47,40
B002Q46EZ8,3.782608695652174,23,14
B000CCQ1UE,4.333333333333333,6,5
B0006GFARG,3.3636363636363638,11,5
B00KFY9OF8,4.0,9,7
B007K90DM4,4.571428571428571,7,7
B000PYJ4NK,3.75,8,5
B003STPJ6U,3.6,5,3
B00DR8KSA4,4.365079365079365,63,53
B00A9Y0C32,3.642857142857143,14,7
B007S8XR7U,4.6,5,5
B00C5P3RHQ,3.3333333333333335,6,2
B00A3NIRZE,4.083333333333333,24,18
B00CX1LFTY,4.111111111111111,9,7
B008U9XQRW,3.0,9,5
B00I0DL2OC,4.8,10,10
B005DPSQP8,3.5,6,3
B00FF5HN9G,3.8333333333333335,6,5
B004X2623U,4.095238095238095,21,15
B00474VU72,4.2,5,4
B0042RUOFI,4.7,10,10
B00GG27IC4,2.6666666666666665,6,2
B009972D5U,3.388888888888889,18,9
B004WLBTEY,3.6,5,3
B00JRIH3ZG,4.222222222222222,9,7
B00CIRLLBK,2.2857142857142856,7,1
B004SK7JIY,4.0,5,3
B00FCO5M16,3.727272727272727,11,8
B003QUQ2DA,4.178571428571429,28,21
B0043GWDZ2,4.6,10,9
B008HB8LIM,4.375,16,13
B00C80SF2K,4.666666666666667,6,6
B006QLTUCG,4.555555555555555,9,8
B0007WWAGI,3.3469387755102042,49,26
B007K8MT0O,3.7142857142857144,7,5
B00979M0LW,3.0833333333333335,12,6
B004PLHAQW,4.2,5,4
B00757ERD2,4.0227272727272725,44,32
B00DEQ7T9W,3.466666666666667,15,9
B004M8ST18,4.1063829787234045,47,34
B006FQJ1PS,4.0,5,4
B00E3XIV7E,4.6,5,4
B009X2SIZ0,4.375,8,7
B007UHVVQ8,4.333333333333333,6,5
B007WT9KAI,4.357142857142857,14,12
B008XQXDYS,4.6,10,9
B00KRY4YJW,5.0,5,5
B00EISGVHQ,4.761904761904762,21,20
B005TLZGJ0,3.909090909090909,11,8
B0093L7IL6,4.411764705882353,17,14
B004JHE7ZO,3.4285714285714284,7,3
B0085XSVJ6,3.8181818181818183,11,8
B00CN7USNW,4.0,8,6
B00D3XCLDU,4.0,8,5
B004IUKY54,4.111111111111111,9,6
B00ICMYI10,3.8333333333333335,6,5
B001QXDSMW,4.1,10,7
B003TRCTB4,3.5842696629213484,89,53
B005G0QVYI,4.035714285714286,28,18
B00BQYEA8C,4.0,31,22
B00CFQRGK4,4.875,8,8
B00DIFLP3K,4.352941176470588,17,14
B00D4C37WE,4.133333333333334,15,10
B00IF5B2R2,4.326086956521739,46,40
B006UWLI1W,4.4,5,4
B001VYNV3W,3.7142857142857144,21,14
B000VV9XZ6,3.375,8,4
B003TLMQG8,3.2222222222222223,18,8
B00C6OMGBE,4.25,24,20
B00FCMT2KU,3.0,11,4
B005SN1FOY,3.45,20,11
B002EVP8RS,4.0,6,4
B00554NIYQ,2.8,10,2
B00BS63EGM,2.75,8,3
B007TSFCT0,4.5,12,11
B00B11AWUU,4.229166666666667,48,37
B008ALV0V4,4.384,125,107
B003TO53Z6,3.3333333333333335,18,8
B00B1XW1CA,4.8,5,5
B007AQVGH8,3.411764705882353,34,17
B005YNGD3Q,4.2,15,11
B006H28IM2,4.5,12,10
B009LXYBTI,3.6,10,6
B004F98U8Q,3.0,6,3
B00GVQZ9VM,5.0,9,9
B00309MYY8,3.6,5,3
B00JPMQN1Y,4.428571428571429,21,19
B002T8GSC0,3.9444444444444446,18,13
B004MOU7RQ,4.0,6,4
B0043GZKHK,4.181818181818182,22,18
B004MU1U2G,3.103448275862069,29,14
B006VFFQG6,4.111111111111111,9,7
B003115AGY,4.3478260869565215,23,18
B0054R1EY0,4.190476190476191,42,35
B00IT67MCQ,4.125,16,12
B007P84VGY,4.0,45,33
B0023RRCPY,3.5833333333333335,12,7
B007FETP0K,4.333333333333333,6,5
B0091TGWYE,3.5238095238095237,21,12
B009KA79BO,4.0,28,21
B004CLYJ2I,3.824561403508772,114,76
B00ALQ9HUC,4.857142857142857,7,7
B0053EZJMC,4.423076923076923,52,44
B007MPFV3C,4.4,25,22
B004SCQOEW,4.111111111111111,9,7
B00F8936FE,3.888888888888889,9,7
B007YAHYYO,4.666666666666667,6,6
B00I8FRK02,4.666666666666667,6,5
B000FOM68A,3.3333333333333335,6,3
B00ALH5MY6,4.6,20,18
B008P2UVT0,4.0,25,19
B00E55RH7K,4.375,8,7
B00BGYR1ZG,3.6666666666666665,6,2
B00DJ7FB5K,3.2,5,1
B00BOKNAZC,3.8,5,4
B00F010IS8,3.3333333333333335,6,4
B00J9AFQ38,4.5,6,6
B001JL5WA2,4.375,8,7
B00CGKUDI6,2.0,5,1
B0002DODYO,4.4,5,5
B0083LX03M,3.75,8,6
B00HFNP0OQ,4.538461538461538,13,11
B0071U4T40,3.8636363636363638,22,14
B00C80SDPE,4.7272727272727275,11,10
B003M2Y4VO,4.6,5,5
B004ASWDHG,4.333333333333333,6,5
B004WIQW3U,4.457446808510638,94,79
B00C5SJEXO,4.62962962962963,27,25
B0048NVI1U,3.68,25,16
B002QKZLZ6,4.365853658536586,41,31
B009SJNRMC,4.333333333333333,6,5
B009JT8IIO,3.731707317073171,82,49
B00424NIEK,3.888888888888889,9,7
B00C2BQMXE,3.8,5,3
B00CA9D6VY,3.857142857142857,21,15
B00GCLZJ1G,4.6,5,5
B00LORXVUE,4.875,8,8
B007PZMD7G,4.157894736842105,95,76
B00BJ2K4WC,5.0,5,5
B002TOKTHO,4.7272727272727275,22,20
B003YD0U8M,5.0,6,6
B00DB0J0QQ,3.8666666666666667,45,30
B00862G60M,4.2,5,4
B0092Y2IVY,4.090909090909091,11,8
B0089CH50O,3.8666666666666667,15,10
B00937ZNDK,4.5,16,14
B00E0FX756,4.5,6,6
B00CE3LM26,3.590909090909091,22,14
B00EX9J9DI,4.166666666666667,30,24
B00CW63GLA,4.6,5,5
B0078SI798,4.260869565217392,23,19
B008WXM43S,3.75,8,5
B008V9CNX4,4.833333333333333,6,6
B006V47ONU,4.111111111111111,9,8
B00846Z2MS,4.0,7,5
B004I8WH60,4.222222222222222,9,8
B004VG9OHO,4.0,8,6
B00822J004,3.4347826086956523,46,27
B0060E7XJG,3.857142857142857,14,10
B0071FO9IQ,4.529411764705882,17,16
B004FDCD8U,4.4,5,5
B008YKU3A0,4.571428571428571,7,7
B00DW0B0A4,4.0,5,3
B00998M4D0,3.6,5,3
B00A0Q0MIE,3.8461538461538463,13,8
B0081AHL7G,4.0,10,7
B0047TNY5S,4.571428571428571,7,6
B0060LP328,4.375,8,7
B0045IQKQQ,4.75,20,19
B007YLO68U,4.8,5,5
B0085ZK098,3.35,40,22
B00C96CD7G,4.2594936708860756,158,124
B003SE6LFI,3.1666666666666665,6,3
B00IGISQUO,4.285714285714286,14,13
B00HANGW9I,4.214285714285714,14,12
B007OVHW2M,4.333333333333333,15,12
B009B0CXL4,4.033333333333333,30,21
B00ASUKS5E,4.6,5,4
B009IFXL3Q,3.6176470588235294,34,20
B00ADHDYP8,4.625,16,14
B003KKC3ZW,3.2222222222222223,9,5
B006JUEHK4,4.666666666666667,6,6
B006H9Z9YK,4.083333333333333,12,9
B00AJVAZPU,3.2,5,3
B004K11NSS,4.0,6,3
B007KXAVI6,3.761904761904762,21,14
B003ZHV6D0,2.8,5,2
B005G21PGA,3.735294117647059,34,23
B00KI00FU2,4.777777777777778,9,9
B005XF26U4,4.2,5,4
B006PHABRO,4.5625,16,15
B00AIU4ZDA,2.0,5,1
B005VNJNA4,3.888888888888889,9,6
B0043D2OBI,4.6,5,5
B005Y169IC,4.333333333333333,6,5
B0099TV6WY,4.0,7,6
B00DQDJNS8,2.5,8,2
B004FTXXKG,4.333333333333333,6,5
B00CDYJ6FQ,4.428571428571429,7,6
B00DZ3SA5G,3.2,5,3
B00ALRUHCS,3.4,5,1
B009S3M1EI,3.8333333333333335,6,3
B0094CX0PW,4.014705882352941,204,156
B004IS03FW,4.833333333333333,6,6
B00FL19S5G,3.0,6,3
B008DJH5HG,4.169491525423729,59,47
B00IB2ESH0,5.0,8,8
B00CXADUE8,4.0,30,21
B001UI8PAS,2.6,5,2
B00FIICZJI,4.5,6,5
B005PVXKC4,3.909090909090909,55,41
B00GOHNU3C,4.909090909090909,11,11
B004M3JTGM,4.428571428571429,7,5
B006L6PPXE,3.2,5,2
B009EBF6PU,3.2,20,10
B00BN7XNQW,4.458333333333333,24,23
B0061R3DVO,4.352941176470588,17,14
B004BOWHZ2,4.454545454545454,22,18
B00A6WWPAK,3.795620437956204,137,89
B00DQYL72W,3.2857142857142856,7,3
B0081V55SM,4.224043715846994,183,139
B003VIWHZO,4.666666666666667,6,5
B00A0CIS5C,4.76,25,24
B005TDWT4I,4.136363636363637,22,17
B00F3KBE8O,3.55,20,11
B00CL5A4KI,3.3,10,6
B004ZLV50E,4.0,13,9
B0099YAY3G,4.129032258064516,31,22
B00CDJF506,3.888888888888889,9,7
B007VN09Q4,5.0,5,5
B00IPDRRXC,4.75,12,12
B00CTVGXGS,2.5,8,2
B00GUNMCSO,4.153846153846154,13,10
B0065VZ5HQ,4.125,16,12
B008PIL18O,4.0,7,5
B001IUXN8M,3.8,40,27
B00B95REMW,3.4444444444444446,9,4
B006B2VO56,4.521739130434782,23,20
B0049XEC76,3.3333333333333335,12,6
B0025V3GCG,5.0,13,13
B008CY2J5K,3.5,6,4
B002MSJOMI,3.2,5,2
B00GIBYU60,4.714285714285714,7,7
B004COEDQM,4.333333333333333,6,5
B0088A746W,3.869565217391304,23,15
B0052EX330,4.866666666666666,15,15
B004Q9SXI2,4.888888888888889,9,9
B00BLSUUMS,3.8,5,3
B00CL616RC,3.857142857142857,7,4
B00GUXIARG,4.266666666666667,15,12
B006IE3W5C,3.8,5,4
B00A28SHXM,3.3333333333333335,6,3
B00C6PDG94,4.103448275862069,29,25
B003RFG87E,3.3823529411764706,34,17
B004OORO9I,3.875,16,12
B003DQ1DCM,3.9375,96,69
B0054VNHSW,4.568181818181818,44,42
B008926280,4.571428571428571,7,7
B003UTV052,4.5,8,7
B003YVZDSQ,3.883720930232558,43,26
B005YFD6V6,4.4,5,4
B00IZ1VDG6,4.8,5,5
B0046WUKYY,4.666666666666667,6,6
B00DXGX5RI,4.448275862068965,29,25
B000SR19V4,4.2,5,4
B0074U2MAK,4.333333333333333,6,6
B00275G0H8,4.666666666666667,6,6
B005FEP6GE,3.84,25,15
B005C3MTHC,3.5714285714285716,7,5
B00BR3O4CE,3.2857142857142856,7,4
B00BOYTHR8,3.888888888888889,9,6
B00G4A17TS,3.4285714285714284,7,4
B00845COAW,3.7857142857142856,14,9
B008EPW1MI,4.676056338028169,71,65
B000FE9CAK,4.3076923076923075,13,11
B002VZSQ08,4.305555555555555,36,30
B009H6Q8VI,4.4,15,13
B007XLH3V8,3.0,5,2
B008FYFSAA,4.461538461538462,39,34
B00D7ZBPQS,4.2,20,16
B00974XUK2,3.5,6,4
B0090ENBEE,4.318181818181818,44,34
B009FI967G,4.064516129032258,31,22
B009D2ZCZE,2.4285714285714284,7,2
B009UQ2TZ4,4.5,20,17
B0050A3TDU,3.6666666666666665,6,3
B00E81MQQS,4.6,10,9
B00AG0D4BQ,3.125,16,6
B0080N2YQ2,4.833333333333333,6,6
B007JPX68W,3.875,8,6
B005WL40XU,4.25,8,6
B00D0KVCCM,4.2,5,4
B00CSM6H78,3.5,8,4
B003WI02UU,3.857142857142857,7,4
B008FONF4Q,3.65,20,13
B005GKXLVE,4.5,10,9
B0042DS4JK,3.6153846153846154,13,8
B006GZITVA,4.378787878787879,66,55
B004YN958M,4.111111111111111,9,6
B0042FV2SI,3.974063400576369,694,493
B006JG67GA,4.8,5,5
B00865LYP6,4.9,10,10
B0099VXLCU,3.875,16,11
B0090HNLRS,4.5,10,9
B009PFE142,4.482758620689655,29,25
B001JT1E5G,3.75,20,14
B00921NCVM,2.9302325581395348,43,15
B003VYBCAY,3.9285714285714284,14,10
B006JW3BI6,3.78125,32,20
B009PJFHUK,4.0,10,8
B001KC05KM,4.4,5,5
B00BVJ1M24,5.0,5,5
B009QVGEQ8,3.4545454545454546,11,7
B003CJTJ9O,3.8,10,6
B00BHIBXZK,4.2,5,3
B004L62KL6,4.5,6,5
B0023B1364,4.0,36,23
B004B9QNJS,4.15,20,16
B00C3XEH74,3.1666666666666665,6,3
B00C5IFL36,4.636363636363637,11,11
B00CP5K8P0,4.625,24,22
B002N8G9D4,3.0,5,2
B000WKS8QG,3.484848484848485,33,19
B0075PQM1Y,4.75,28,26
B005VOFNHA,2.9166666666666665,12,5
B001BKFMZ6,3.5454545454545454,11,7
B003WLWXH2,3.8333333333333335,6,4
B00CEMEV1Q,4.222222222222222,9,7
B003L25EGY,5.0,7,7
B007JF933O,3.75,8,5
B0077S7IE4,4.8,5,5
B00B20N8KQ,4.166666666666667,6,5
B005OHXUAQ,3.7142857142857144,7,4
B0094CX0MA,3.5833333333333335,12,6
B009WDKH6I,4.7,10,9
B00BXYWXV6,4.482758620689655,29,26
B008YJ8S6C,4.4,25,20
B001DDYH9I,4.4,5,4
B008NDBACI,4.2,5,4
B0049SWJ08,4.076923076923077,13,10
B00A9FV2D0,3.8333333333333335,6,4
B00BSDSDSO,4.28125,32,25
B0064L8Q1E,4.555555555555555,9,8
B000J4HCBM,3.6666666666666665,9,6
B003P6DGMK,4.0,8,6
B00BMIG4CC,4.066666666666666,60,43
B00AA5CCHE,3.6,5,4
B008HPAFX2,3.8125,16,11
B00CNU3H28,4.0,51,39
B00AOCCWJG,4.2,5,5
B004I8WD7S,4.52542372881356,59,57
B004HX2O3W,3.5,6,3
B003X6ETM8,4.0,8,5
B0009AU6W8,4.2,5,3
B004I6F3E0,3.6666666666666665,51,34
B004ULZD7U,4.2,5,4
B0011GI94Q,4.6,5,5
B00DN0AVN0,4.923076923076923,13,13
B009NQGIXU,4.444444444444445,9,7
B004MME09O,4.5,6,5
B001T2BP9I,2.8,5,2
B00A21L2WM,4.1192660550458715,109,82
B0094JCZ5G,3.375,24,14
B0067HR42M,3.272727272727273,11,6
B00A4HQ6PC,3.1666666666666665,12,7
B006L5AI3C,4.75,8,7
B007A4JVFO,4.590909090909091,22,21
B009GX8RXY,3.125,16,8
B00J8DL6UI,4.5,6,5
B00DP8BOZE,3.8,5,3
B003DQD5CS,3.588235294117647,17,9
B004L4Q9FQ,3.8181818181818183,11,8
B004WLXATG,3.857142857142857,7,5
B0050QAL6M,4.0,5,3
B00FHL9CME,3.9166666666666665,12,9
B00IJ1BYIE,4.4375,16,15
B005SMZ8LG,4.4,10,8
B009QU6G76,3.7777777777777777,9,6
B00HJC7RRG,2.8823529411764706,17,8
B00IQIB5YI,3.5,6,4
B004J3DTHK,4.444444444444445,9,8
B00CBTZ2AG,4.593406593406593,91,83
B00I57BG30,4.4,5,5
B00FX8WIUE,3.6666666666666665,12,9
B006FMDVDK,3.4285714285714284,7,4
B00AENR8Q2,4.363636363636363,11,8
B00EZG3OGW,3.7142857142857144,7,4
B004PVS1BU,4.7,10,9
B0091K0ROY,2.7777777777777777,9,2
B007N4BX1Q,4.3,10,8
B00GSZILCU,4.2631578947368425,19,17
B005VNK312,3.4,5,3
B00B4NZYJO,4.666666666666667,9,8
B00IP8V7Z6,4.65,20,19
B00FEQ15OU,4.142857142857143,7,6
B007OX26L2,3.4705882352941178,17,9
B009FKR5S6,4.7272727272727275,11,10
B00B4O03A8,4.0,9,6
B007OZRGRY,3.8181818181818183,11,7
B004LJ8N78,3.8,50,32
B008U6Q4HE,4.333333333333333,9,8
B0047EM82I,3.537037037037037,54,32
B00COCJS2I,4.0,6,5
B005WALBYW,4.260869565217392,23,21
B0006B088W,4.461538461538462,13,11
B001AS6J24,4.0,5,3
B00LH1QTB0,5.0,5,5
B006ONLX6M,3.392857142857143,28,12
B00817VTTA,4.0,26,17
B001QXDSO0,3.75,8,5
B00GGRA6KK,4.769230769230769,13,12
B00BO5I5RA,4.285714285714286,7,6
B006TO5DR6,4.2,5,4
B007E6CO6Q,3.1666666666666665,6,4
B00E9R5YPG,5.0,6,6
B004JQUZC4,4.358333333333333,120,103
B00GM97VY6,2.8,5,2
B00CH3FJFO,4.818181818181818,11,11
B00BRI4YAQ,4.857142857142857,7,7
B00746GV06,3.8,5,4
B00APO0UAQ,2.8,5,2
B009K184TO,4.75,8,7
B00CBMZN2A,3.6,5,3
B00GN5U5N8,4.625,16,16
B003IVSDJ8,4.4,10,8
B004E2Z89I,4.181818181818182,11,8
B0035ZF0TI,3.9393939393939394,33,25
B0054I9L1M,4.0,10,7
B00GNSJU90,4.0344827586206895,29,21
B00GSQ3N0E,4.2,5,5
B005LPEUTG,4.75,8,7
B003WEWMC0,3.8333333333333335,6,4
B009PUZ53S,4.0,7,5
B006LB3HQQ,4.6,5,5
B009OUAWDM,3.8947368421052633,38,28
B004TEYP0Y,3.9285714285714284,14,10
B009Q6AASQ,5.0,5,5
B008CMCIF8,3.207547169811321,53,25
B002RL8TFS,3.6875,48,30
B00JW7APWU,4.333333333333333,6,5
B0009RKGEO,4.2727272727272725,11,9
B009X5OUYA,4.2,5,4
B005MERUHA,3.7857142857142856,14,9
B0052486M8,4.4,5,4
B00FXFOUDK,2.857142857142857,7,3
B009OY4X4M,3.6,5,3
B004QILC54,4.6,10,9
B0054KT1KQ,4.7,10,10
B00E92LJNM,4.0,7,5
B006671RTE,4.666666666666667,6,5
B008668PJI,4.636363636363637,11,10
B007BCJKQA,4.2105263157894735,19,15
B00E81PHF0,4.166666666666667,24,19
B002H3H4R0,3.6,10,6
B007R3OU1I,4.4,5,4
B00FA892IS,4.625,16,15
B0088U4YAG,4.575829383886256,422,385
B004QJB3E8,4.294117647058823,34,29
B0061JPXLU,4.583333333333333,60,54
B002N8NXSI,4.444444444444445,9,8
B008AST7R6,4.427692307692308,325,276
B002VYTAI6,4.066666666666666,15,12
B00BUBEXTW,4.363636363636363,11,8
B00CM5H572,4.75,8,7
B00C9HW2DK,4.08,25,20
B00FZ14E3S,4.481927710843373,83,70
B004N8SM3W,4.0,5,4
B008H7UAIK,4.375,8,7
